"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","GRADRATETRY","BACHR_WOMEN","PC","A","2013",37.212,
"GBR","GRADRATETRY","BACHR_WOMEN","PC","A","2014",42.262,
"GBR","GRADRATETRY","BACHR_WOMEN","PC","A","2015",37.937,
"GBR","GRADRATETRY","BACHR_WOMEN","PC","A","2016",40.041,
"GBR","GRADRATETRY","BACHR_WOMEN","PC","A","2017",41.566,
"GBR","GRADRATETRY","BACHR_WOMEN","PC","A","2018",42.877,
"GBR","GRADRATETRY","BACHR_WOMEN","PC","A","2019",44.235,
"GBR","GRADRATETRY","DOCTL_MEN","PC","A","2013",1.2,
"GBR","GRADRATETRY","DOCTL_MEN","PC","A","2014",1.196,
"GBR","GRADRATETRY","DOCTL_MEN","PC","A","2015",1.256,
"GBR","GRADRATETRY","DOCTL_MEN","PC","A","2016",1.255,
"GBR","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.243,
"GBR","GRADRATETRY","DOCTL_MEN","PC","A","2018",1.271,
"GBR","GRADRATETRY","DOCTL_MEN","PC","A","2019",1.272,
"GBR","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",1.056,
"GBR","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",1.071,
"GBR","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",1.12,
"GBR","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",1.127,
"GBR","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",1.143,
"GBR","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",1.159,
"GBR","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",1.166,
"GBR","GRADRATETRY","MSTR_MEN","PC","A","2013",7.399,
"GBR","GRADRATETRY","MSTR_MEN","PC","A","2014",7.169,
"GBR","GRADRATETRY","MSTR_MEN","PC","A","2015",6.111,
"GBR","GRADRATETRY","MSTR_MEN","PC","A","2016",6.285,
"GBR","GRADRATETRY","MSTR_MEN","PC","A","2017",6.301,
"GBR","GRADRATETRY","MSTR_MEN","PC","A","2018",7.689,
"GBR","GRADRATETRY","MSTR_MEN","PC","A","2019",8.475,
"GBR","GRADRATETRY","MSTR_WOMEN","PC","A","2013",11.737,
"GBR","GRADRATETRY","MSTR_WOMEN","PC","A","2014",11.914,
"GBR","GRADRATETRY","MSTR_WOMEN","PC","A","2015",9.776,
"GBR","GRADRATETRY","MSTR_WOMEN","PC","A","2016",10.065,
"GBR","GRADRATETRY","MSTR_WOMEN","PC","A","2017",10.432,
"GBR","GRADRATETRY","MSTR_WOMEN","PC","A","2018",12.203,
"GBR","GRADRATETRY","MSTR_WOMEN","PC","A","2019",14.064,
"CHL","GRADRATETRY","BACHR_MEN","PC","A","2016",22.552,
"CHL","GRADRATETRY","BACHR_MEN","PC","A","2017",23.492,
"CHL","GRADRATETRY","BACHR_MEN","PC","A","2018",22.984,
"CHL","GRADRATETRY","BACHR_MEN","PC","A","2019",22.281,
"CHL","GRADRATETRY","BACHR_WOMEN","PC","A","2016",30.486,
"CHL","GRADRATETRY","BACHR_WOMEN","PC","A","2017",32.003,
"CHL","GRADRATETRY","BACHR_WOMEN","PC","A","2018",31.242,
"CHL","GRADRATETRY","BACHR_WOMEN","PC","A","2019",29.904,
"CHL","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.153,
"CHL","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.141,
"CHL","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.148,
"CHL","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.151,
"CHL","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.1,
"CHL","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.09,
"CHL","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.114,
"CHL","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.092,
"CHL","GRADRATETRY","MSTR_MEN","PC","A","2016",4.634,
"CHL","GRADRATETRY","MSTR_MEN","PC","A","2017",4.911,
"CHL","GRADRATETRY","MSTR_MEN","PC","A","2018",5.151,
"CHL","GRADRATETRY","MSTR_MEN","PC","A","2019",4.958,
"CHL","GRADRATETRY","MSTR_WOMEN","PC","A","2016",6.809,
"CHL","GRADRATETRY","MSTR_WOMEN","PC","A","2017",7.639,
"CHL","GRADRATETRY","MSTR_WOMEN","PC","A","2018",7.657,
"CHL","GRADRATETRY","MSTR_WOMEN","PC","A","2019",7.554,
"EST","GRADRATETRY","BACHR_MEN","PC","A","2017",21.183,
"EST","GRADRATETRY","BACHR_MEN","PC","A","2018",19.205,
"EST","GRADRATETRY","BACHR_MEN","PC","A","2019",19.033,
"EST","GRADRATETRY","BACHR_WOMEN","PC","A","2017",37.031,
"EST","GRADRATETRY","BACHR_WOMEN","PC","A","2018",36.145,
"EST","GRADRATETRY","BACHR_WOMEN","PC","A","2019",35.347,
"EST","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.577,
"EST","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.553,
"EST","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.477,
"EST","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.888,
"EST","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.659,
"EST","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.64,
"EST","GRADRATETRY","MSTR_MEN","PC","A","2017",8.629,
"EST","GRADRATETRY","MSTR_MEN","PC","A","2018",8.569,
"EST","GRADRATETRY","MSTR_MEN","PC","A","2019",7.908,
"EST","GRADRATETRY","MSTR_WOMEN","PC","A","2017",17.505,
"EST","GRADRATETRY","MSTR_WOMEN","PC","A","2018",17.465,
"EST","GRADRATETRY","MSTR_WOMEN","PC","A","2019",18.082,
"LVA","GRADRATETRY","BACHR_MEN","PC","A","2015",17.863,
"LVA","GRADRATETRY","BACHR_MEN","PC","A","2016",17.328,
"LVA","GRADRATETRY","BACHR_MEN","PC","A","2017",17.161,
"LVA","GRADRATETRY","BACHR_MEN","PC","A","2018",18.524,
"LVA","GRADRATETRY","BACHR_MEN","PC","A","2019",17.798,
"LVA","GRADRATETRY","BACHR_WOMEN","PC","A","2015",33.677,
"LVA","GRADRATETRY","BACHR_WOMEN","PC","A","2016",33.587,
"LVA","GRADRATETRY","BACHR_WOMEN","PC","A","2017",32.463,
"LVA","GRADRATETRY","BACHR_WOMEN","PC","A","2018",35.6,
"LVA","GRADRATETRY","BACHR_WOMEN","PC","A","2019",35.74,
"LVA","GRADRATETRY","DOCTL_MEN","PC","A","2015",0.393,
"LVA","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.353,
"LVA","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.168,
"LVA","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.163,
"LVA","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.244,
"LVA","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.496,
"LVA","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.348,
"LVA","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.292,
"LVA","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.23,
"LVA","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.232,
"LVA","GRADRATETRY","MSTR_MEN","PC","A","2015",7.395,
"LVA","GRADRATETRY","MSTR_MEN","PC","A","2016",7.168,
"LVA","GRADRATETRY","MSTR_MEN","PC","A","2017",6.759,
"LVA","GRADRATETRY","MSTR_MEN","PC","A","2018",7.022,
"LVA","GRADRATETRY","MSTR_MEN","PC","A","2019",6.599,
"LVA","GRADRATETRY","MSTR_WOMEN","PC","A","2015",17.975,
"LVA","GRADRATETRY","MSTR_WOMEN","PC","A","2016",16.447,
"LVA","GRADRATETRY","MSTR_WOMEN","PC","A","2017",16.513,
"LVA","GRADRATETRY","MSTR_WOMEN","PC","A","2018",17.204,
"LVA","GRADRATETRY","MSTR_WOMEN","PC","A","2019",16.959,
"LTU","GRADRATETRY","BACHR_MEN","PC","A","2017",34.658,
"LTU","GRADRATETRY","BACHR_MEN","PC","A","2018",35.923,
"LTU","GRADRATETRY","BACHR_MEN","PC","A","2019",35.46,
"LTU","GRADRATETRY","BACHR_WOMEN","PC","A","2017",55.715,
"LTU","GRADRATETRY","BACHR_WOMEN","PC","A","2018",59.003,
"LTU","GRADRATETRY","BACHR_WOMEN","PC","A","2019",56.379,
"LTU","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.561,
"LTU","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.596,
"LTU","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.501,
"LTU","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.736,
"LTU","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.761,
"LTU","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.623,
"LTU","GRADRATETRY","MSTR_MEN","PC","A","2017",10.108,
"LTU","GRADRATETRY","MSTR_MEN","PC","A","2018",9.557,
"LTU","GRADRATETRY","MSTR_MEN","PC","A","2019",9.533,
"LTU","GRADRATETRY","MSTR_WOMEN","PC","A","2017",19.87,
"LTU","GRADRATETRY","MSTR_WOMEN","PC","A","2018",19.972,
"LTU","GRADRATETRY","MSTR_WOMEN","PC","A","2019",19.625,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2012",20.48,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2013",22.764,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2014",24.21,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2015",27.248,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2016",29.423,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2017",25.929,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2018",25.899,
"SVN","GRADRATETRY","BACHR_MEN","PC","A","2019",25.374,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2012",38.214,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2013",42.629,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2014",44.11,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2015",47.303,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2016",49.21,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2017",46.307,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2018",46.353,
"SVN","GRADRATETRY","BACHR_WOMEN","PC","A","2019",45.236,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2012",1.47,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2013",2.226,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2014",1.509,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2015",1.472,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2016",2.527,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.04,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.923,
"SVN","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.819,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",2.412,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",2.515,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",2.044,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",1.916,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",4.606,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.972,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",1.088,
"SVN","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.938,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2012",12.417,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2013",11.947,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2014",11.704,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2015",11.701,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2016",22.361,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2017",11.847,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2018",12.969,
"SVN","GRADRATETRY","MSTR_MEN","PC","A","2019",12.243,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2012",25.816,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2013",24.706,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2014",22.861,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2015",24.213,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2016",42.779,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2017",25.174,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2018",28.028,
"SVN","GRADRATETRY","MSTR_WOMEN","PC","A","2019",27.19,
"AUS","GRADRATETRY","TRY","PC","A","2005",24.639,
"AUS","GRADRATETRY","TRY","PC","A","2010",26.411,
"AUS","GRADRATETRY","TRY","PC","A","2011",28.633,
"AUS","GRADRATETRY","TRY","PC","A","2012",31.399,
"AUS","GRADRATETRY","TRY","PC","A","2013",35.782,
"AUS","GRADRATETRY","TRY","PC","A","2014",36.958,
"AUS","GRADRATETRY","TRY","PC","A","2015",37.295,
"AUS","GRADRATETRY","TRY","PC","A","2016",37.097,
"AUS","GRADRATETRY","TRY","PC","A","2017",36.894,
"AUS","GRADRATETRY","TRY","PC","A","2018",36.97,
"AUS","GRADRATETRY","TRY","PC","A","2019",36.642,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2005",19.729,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2010",21.354,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2011",23.159,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2012",25.058,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2013",28.603,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2014",29.308,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2015",30.06,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2016",30.052,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2017",29.961,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2018",29.823,
"AUS","GRADRATETRY","TRY_MEN","PC","A","2019",29.35,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2005",29.713,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2010",31.738,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2011",34.35,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2012",38.011,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2013",43.265,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2014",44.998,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2015",44.953,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2016",44.451,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2017",44.097,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2018",44.43,
"AUS","GRADRATETRY","TRY_WOMEN","PC","A","2019",44.32,
"AUT","GRADRATETRY","TRY","PC","A","2010",37.259,
"AUT","GRADRATETRY","TRY","PC","A","2011",37.371,
"AUT","GRADRATETRY","TRY","PC","A","2012",38.74,
"AUT","GRADRATETRY","TRY","PC","A","2013",39.806,
"AUT","GRADRATETRY","TRY","PC","A","2014",37.339,
"AUT","GRADRATETRY","TRY","PC","A","2015",36.301,
"AUT","GRADRATETRY","TRY","PC","A","2016",33.825,
"AUT","GRADRATETRY","TRY","PC","A","2017",34.779,
"AUT","GRADRATETRY","TRY","PC","A","2018",35.232,
"AUT","GRADRATETRY","TRY","PC","A","2019",36.163,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2010",32.487,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2011",32.112,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2012",32.548,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2013",32.895,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2014",30.507,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2015",29.897,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2016",27.927,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2017",28.637,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2018",29.352,
"AUT","GRADRATETRY","TRY_MEN","PC","A","2019",30.076,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2010",42.246,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2011",42.904,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2012",45.254,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2013",47.055,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2014",44.504,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2015",43.047,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2016",40.15,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2017",41.448,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2018",41.615,
"AUT","GRADRATETRY","TRY_WOMEN","PC","A","2019",42.686,
"CZE","GRADRATETRY","TRY","PC","A","2013",34.002,
"CZE","GRADRATETRY","TRY","PC","A","2014",32.569,
"CZE","GRADRATETRY","TRY","PC","A","2015",31.158,
"CZE","GRADRATETRY","TRY","PC","A","2016",30.272,
"CZE","GRADRATETRY","TRY","PC","A","2017",27.699,
"CZE","GRADRATETRY","TRY","PC","A","2018",27.85,
"CZE","GRADRATETRY","TRY","PC","A","2019",27.641,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2013",24.241,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2014",23.629,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2015",22.256,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2016",21.403,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2017",19.662,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2018",19.837,
"CZE","GRADRATETRY","TRY_MEN","PC","A","2019",19.462,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2013",44.169,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2014",41.903,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2015",40.485,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2016",39.563,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2017",36.113,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2018",36.259,
"CZE","GRADRATETRY","TRY_WOMEN","PC","A","2019",36.263,
"DNK","GRADRATETRY","TRY","PC","A","2005",39.979,
"DNK","GRADRATETRY","TRY","PC","A","2010",43.165,
"DNK","GRADRATETRY","TRY","PC","A","2011",41.926,
"DNK","GRADRATETRY","TRY","PC","A","2012",41.727,
"DNK","GRADRATETRY","TRY","PC","A","2013",45.498,
"DNK","GRADRATETRY","TRY","PC","A","2014",46.942,
"DNK","GRADRATETRY","TRY","PC","A","2015",47.352,
"DNK","GRADRATETRY","TRY","PC","A","2016",50.056,
"DNK","GRADRATETRY","TRY","PC","A","2017",45.753,
"DNK","GRADRATETRY","TRY","PC","A","2018",45.315,
"DNK","GRADRATETRY","TRY","PC","A","2019",46.285,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2005",30.896,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2010",33.269,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2011",33.731,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2012",34.048,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2013",37.447,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2014",38.437,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2015",39.629,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2016",42.625,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2017",38.751,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2018",38.446,
"DNK","GRADRATETRY","TRY_MEN","PC","A","2019",39.003,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2005",49.17,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2010",53.331,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2011",50.37,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2012",49.659,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2013",53.805,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2014",55.729,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2015",55.355,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2016",57.792,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2017",53.056,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2018",52.467,
"DNK","GRADRATETRY","TRY_WOMEN","PC","A","2019",53.862,
"FIN","GRADRATETRY","TRY","PC","A","2005",35.058,
"FIN","GRADRATETRY","TRY","PC","A","2010",38.561,
"FIN","GRADRATETRY","TRY","PC","A","2011",36.997,
"FIN","GRADRATETRY","TRY","PC","A","2012",37.096,
"FIN","GRADRATETRY","TRY","PC","A","2013",37.07,
"FIN","GRADRATETRY","TRY","PC","A","2014",36.419,
"FIN","GRADRATETRY","TRY","PC","A","2015",39.022,
"FIN","GRADRATETRY","TRY","PC","A","2016",37.554,
"FIN","GRADRATETRY","TRY","PC","A","2017",37.179,
"FIN","GRADRATETRY","TRY","PC","A","2018",37.4,
"FIN","GRADRATETRY","TRY","PC","A","2019",37.53,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2005",26.628,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2010",31.088,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2011",28.073,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2012",28.625,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2013",29.92,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2014",29.521,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2015",31.932,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2016",31.084,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2017",29.623,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2018",30.787,
"FIN","GRADRATETRY","TRY_MEN","PC","A","2019",31.405,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2005",43.861,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2010",46.39,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2011",46.365,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2012",45.973,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2013",44.552,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2014",43.636,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2015",46.44,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2016",44.327,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2017",45.101,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2018",44.343,
"FIN","GRADRATETRY","TRY_WOMEN","PC","A","2019",44.012,
"DEU","GRADRATETRY","TRY","PC","A","2015",31.572,
"DEU","GRADRATETRY","TRY","PC","A","2016",32.501,
"DEU","GRADRATETRY","TRY","PC","A","2017",32.94,
"DEU","GRADRATETRY","TRY","PC","A","2018",32.32,
"DEU","GRADRATETRY","TRY","PC","A","2019",37.22,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2015",29.402,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2016",29.238,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2017",29.048,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2018",28.258,
"DEU","GRADRATETRY","TRY_MEN","PC","A","2019",34.088,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2015",33.869,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2016",36.085,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2017",37.239,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2018",36.807,
"DEU","GRADRATETRY","TRY_WOMEN","PC","A","2019",40.693,
"GRC","GRADRATETRY","TRY","PC","A","2015",38.007,
"GRC","GRADRATETRY","TRY","PC","A","2016",40.503,
"GRC","GRADRATETRY","TRY","PC","A","2017",39.007,
"GRC","GRADRATETRY","TRY","PC","A","2018",37.289,
"GRC","GRADRATETRY","TRY","PC","A","2019",37.233,
"GRC","GRADRATETRY","TRY_MEN","PC","A","2015",30.377,
"GRC","GRADRATETRY","TRY_MEN","PC","A","2016",31.181,
"GRC","GRADRATETRY","TRY_MEN","PC","A","2017",30.85,
"GRC","GRADRATETRY","TRY_MEN","PC","A","2018",29.338,
"GRC","GRADRATETRY","TRY_MEN","PC","A","2019",28.836,
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2015",46.004,
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2016",50.172,
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2017",47.598,
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2018",45.767,
"GRC","GRADRATETRY","TRY_WOMEN","PC","A","2019",46.321,
"HUN","GRADRATETRY","TRY","PC","A","2014",29.178,
"HUN","GRADRATETRY","TRY","PC","A","2015",24.999,
"HUN","GRADRATETRY","TRY","PC","A","2016",24.068,
"HUN","GRADRATETRY","TRY","PC","A","2017",23.105,
"HUN","GRADRATETRY","TRY","PC","A","2018",23.155,
"HUN","GRADRATETRY","TRY","PC","A","2019",23.188,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2014",21.737,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2015",19.714,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2016",18.717,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2017",18.293,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2018",18.388,
"HUN","GRADRATETRY","TRY_MEN","PC","A","2019",18.737,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2014",37.029,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2015",30.582,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2016",29.715,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2017",28.187,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2018",28.209,
"HUN","GRADRATETRY","TRY_WOMEN","PC","A","2019",27.933,
"ISL","GRADRATETRY","TRY","PC","A","2013",38.025,
"ISL","GRADRATETRY","TRY","PC","A","2014",35.418,
"ISL","GRADRATETRY","TRY","PC","A","2015",37.272,
"ISL","GRADRATETRY","TRY","PC","A","2016",38.304,
"ISL","GRADRATETRY","TRY","PC","A","2017",36.782,
"ISL","GRADRATETRY","TRY","PC","A","2018",34.418,
"ISL","GRADRATETRY","TRY","PC","A","2019",32.69,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2013",28.915,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2014",28.229,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2015",28.87,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2016",29.5,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2017",27.388,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2018",24.822,
"ISL","GRADRATETRY","TRY_MEN","PC","A","2019",24.366,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2013",47.503,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2014",42.971,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2015",46.235,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2016",47.744,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2017",46.912,
"ISL","GRADRATETRY","TRY_WOMEN","PC","A","2018",44.906,
