"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2005",20.533,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2010",20.65,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2011",22.331,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2012",24.106,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2013",27.048,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2014",27.535,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2015",28.114,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2016",28.096,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2017",27.786,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2018",27.569,
"AUS","GRADRATETRY","BACHR_MEN","PC","A","2019",27.25,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2005",31.165,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2010",31.408,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2011",33.766,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2012",37.201,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2013",41.706,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2014",43.204,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2015",42.936,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2016",42.508,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2017",41.905,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2018",42.126,
"AUS","GRADRATETRY","BACHR_WOMEN","PC","A","2019",42.093,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2005",0.672,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2010",0.703,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2011",0.663,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2012",0.675,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2013",0.71,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2014",0.693,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2015",0.728,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.691,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.718,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.667,
"AUS","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.678,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2005",0.663,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2010",0.79,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2011",0.821,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",0.785,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.829,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.814,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.81,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.779,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.76,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.715,
"AUS","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.747,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2005",3.826,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2010",3.652,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2011",3.807,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2012",3.949,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2013",4.444,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2014",4.758,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2015",4.824,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2016",4.849,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2017",4.924,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2018",5.103,
"AUS","GRADRATETRY","MSTR_MEN","PC","A","2019",4.877,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2005",4.272,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2010",4.801,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2011",5.398,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2012",5.621,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2013",6.34,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2014",6.9,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2015",7.093,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2016",6.934,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2017",6.865,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2018",7.093,
"AUS","GRADRATETRY","MSTR_WOMEN","PC","A","2019",7.012,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2005",1.994,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2010",9.76,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2011",11.642,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2012",13.043,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2013",14.113,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2014",13.889,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2015",14.08,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2016",13.951,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2017",13.813,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2018",14.201,
"AUT","GRADRATETRY","BACHR_MEN","PC","A","2019",14.786,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2005",1.627,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2010",13.053,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2011",15.832,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2012",19.37,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2013",22.38,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2014",21.743,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2015",21.306,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2016",21.733,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2017",22.053,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2018",20.031,
"AUT","GRADRATETRY","BACHR_WOMEN","PC","A","2019",22.632,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2005",1.313,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2010",1.37,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2011",1.34,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2012",1.284,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2013",1.152,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2014",1.231,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2015",1.078,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2016",1.159,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.088,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2018",1.022,
"AUT","GRADRATETRY","DOCTL_MEN","PC","A","2019",1.011,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2005",1.145,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2010",1.088,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2011",0.946,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",1.005,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.929,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.864,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.935,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.804,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.87,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.78,
"AUT","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.668,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2005",13.983,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2010",13.305,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2011",13.142,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2012",13.204,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2013",13.409,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2014",12.368,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2015",12.361,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2016",12.34,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2017",11.786,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2018",12.348,
"AUT","GRADRATETRY","MSTR_MEN","PC","A","2019",11.782,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2005",16.488,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2010",16.53,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2011",16.428,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2012",16.719,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2013",17.076,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2014",14.991,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2015",14.314,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2016",15.003,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2017",15.068,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2018",14.661,
"AUT","GRADRATETRY","MSTR_WOMEN","PC","A","2019",14.264,
"BEL","GRADRATETRY","BACHR_MEN","PC","A","2013",31.639,
"BEL","GRADRATETRY","BACHR_MEN","PC","A","2014",30.849,
"BEL","GRADRATETRY","BACHR_MEN","PC","A","2015",30.538,
"BEL","GRADRATETRY","BACHR_MEN","PC","A","2016",31.193,
"BEL","GRADRATETRY","BACHR_MEN","PC","A","2017",31.382,
"BEL","GRADRATETRY","BACHR_MEN","PC","A","2018",26.533,
"BEL","GRADRATETRY","BACHR_MEN","PC","A","2019",32.204,
"BEL","GRADRATETRY","BACHR_WOMEN","PC","A","2013",46.609,
"BEL","GRADRATETRY","BACHR_WOMEN","PC","A","2014",46.341,
"BEL","GRADRATETRY","BACHR_WOMEN","PC","A","2015",45.834,
"BEL","GRADRATETRY","BACHR_WOMEN","PC","A","2016",46.78,
"BEL","GRADRATETRY","BACHR_WOMEN","PC","A","2017",47.774,
"BEL","GRADRATETRY","BACHR_WOMEN","PC","A","2018",40.27,
"BEL","GRADRATETRY","BACHR_WOMEN","PC","A","2019",48.532,
"BEL","GRADRATETRY","DOCTL_MEN","PC","A","2013",0.453,
"BEL","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.294,
"BEL","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.021,
"BEL","GRADRATETRY","DOCTL_MEN","PC","A","2018",1.21,
"BEL","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.981,
"BEL","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.386,
"BEL","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.292,
"BEL","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.904,
"BEL","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",1.01,
"BEL","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.805,
"BEL","GRADRATETRY","MSTR_MEN","PC","A","2013",7.724,
"BEL","GRADRATETRY","MSTR_MEN","PC","A","2014",7.918,
"BEL","GRADRATETRY","MSTR_MEN","PC","A","2015",6.763,
"BEL","GRADRATETRY","MSTR_MEN","PC","A","2016",18.892,
"BEL","GRADRATETRY","MSTR_MEN","PC","A","2017",16.207,
"BEL","GRADRATETRY","MSTR_MEN","PC","A","2018",14.516,
"BEL","GRADRATETRY","MSTR_MEN","PC","A","2019",17.593,
"BEL","GRADRATETRY","MSTR_WOMEN","PC","A","2013",10.108,
"BEL","GRADRATETRY","MSTR_WOMEN","PC","A","2014",10.149,
"BEL","GRADRATETRY","MSTR_WOMEN","PC","A","2015",8.51,
"BEL","GRADRATETRY","MSTR_WOMEN","PC","A","2016",25.046,
"BEL","GRADRATETRY","MSTR_WOMEN","PC","A","2017",21.475,
"BEL","GRADRATETRY","MSTR_WOMEN","PC","A","2018",18.206,
"BEL","GRADRATETRY","MSTR_WOMEN","PC","A","2019",22.922,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2005",18.575,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2010",20.569,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2011",20.761,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2012",21.673,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2013",24.582,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2014",24.763,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2015",25.639,
"CAN","GRADRATETRY","BACHR_MEN","PC","A","2016",23.867,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2005",30.596,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2010",33.068,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2011",33.469,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2012",33.823,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2013",38.543,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2014",38.934,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2015",40.103,
"CAN","GRADRATETRY","BACHR_WOMEN","PC","A","2016",37.769,
"CAN","GRADRATETRY","DOCTL_MEN","PC","A","2005",0.483,
"CAN","GRADRATETRY","DOCTL_MEN","PC","A","2012",0.708,
"CAN","GRADRATETRY","DOCTL_MEN","PC","A","2013",0.751,
"CAN","GRADRATETRY","DOCTL_MEN","PC","A","2014",0.755,
"CAN","GRADRATETRY","DOCTL_MEN","PC","A","2015",0.719,
"CAN","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.664,
"CAN","GRADRATETRY","DOCTL_WOMEN","PC","A","2005",0.401,
"CAN","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",0.636,
"CAN","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.666,
"CAN","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.6,
"CAN","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.634,
"CAN","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.664,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2005",4.587,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2010",4.947,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2011",10.589,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2012",5.247,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2013",6.265,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2014",6.262,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2015",5.052,
"CAN","GRADRATETRY","MSTR_MEN","PC","A","2016",5.389,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2005",5.908,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2010",7.55,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2011",7.631,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2012",7.863,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2013",9.459,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2014",8.615,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2015",7.82,
"CAN","GRADRATETRY","MSTR_WOMEN","PC","A","2016",8.441,
"CZE","GRADRATETRY","BACHR_MEN","PC","A","2013",22.355,
"CZE","GRADRATETRY","BACHR_MEN","PC","A","2014",21.789,
"CZE","GRADRATETRY","BACHR_MEN","PC","A","2015",20.46,
"CZE","GRADRATETRY","BACHR_MEN","PC","A","2016",19.559,
"CZE","GRADRATETRY","BACHR_MEN","PC","A","2017",18.53,
"CZE","GRADRATETRY","BACHR_MEN","PC","A","2018",18.145,
"CZE","GRADRATETRY","BACHR_MEN","PC","A","2019",17.845,
"CZE","GRADRATETRY","BACHR_WOMEN","PC","A","2013",39.509,
"CZE","GRADRATETRY","BACHR_WOMEN","PC","A","2014",37.646,
"CZE","GRADRATETRY","BACHR_WOMEN","PC","A","2015",36.369,
"CZE","GRADRATETRY","BACHR_WOMEN","PC","A","2016",35.465,
"CZE","GRADRATETRY","BACHR_WOMEN","PC","A","2017",32.841,
"CZE","GRADRATETRY","BACHR_WOMEN","PC","A","2018",32.276,
"CZE","GRADRATETRY","BACHR_WOMEN","PC","A","2019",32.367,
"CZE","GRADRATETRY","DOCTL_MEN","PC","A","2013",1.01,
"CZE","GRADRATETRY","DOCTL_MEN","PC","A","2014",1.101,
"CZE","GRADRATETRY","DOCTL_MEN","PC","A","2015",1.075,
"CZE","GRADRATETRY","DOCTL_MEN","PC","A","2016",1.024,
"CZE","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.126,
"CZE","GRADRATETRY","DOCTL_MEN","PC","A","2018",1.06,
"CZE","GRADRATETRY","DOCTL_MEN","PC","A","2019",1,
"CZE","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.892,
"CZE","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.866,
"CZE","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.899,
"CZE","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.844,
"CZE","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.803,
"CZE","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.858,
"CZE","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.796,
"CZE","GRADRATETRY","MSTR_MEN","PC","A","2013",15.844,
"CZE","GRADRATETRY","MSTR_MEN","PC","A","2014",16.104,
"CZE","GRADRATETRY","MSTR_MEN","PC","A","2015",16.032,
"CZE","GRADRATETRY","MSTR_MEN","PC","A","2016",15.276,
"CZE","GRADRATETRY","MSTR_MEN","PC","A","2017",14.793,
"CZE","GRADRATETRY","MSTR_MEN","PC","A","2018",14.182,
"CZE","GRADRATETRY","MSTR_MEN","PC","A","2019",13.406,
"CZE","GRADRATETRY","MSTR_WOMEN","PC","A","2013",26.186,
"CZE","GRADRATETRY","MSTR_WOMEN","PC","A","2014",25.662,
"CZE","GRADRATETRY","MSTR_WOMEN","PC","A","2015",24.951,
"CZE","GRADRATETRY","MSTR_WOMEN","PC","A","2016",23.455,
"CZE","GRADRATETRY","MSTR_WOMEN","PC","A","2017",22.635,
"CZE","GRADRATETRY","MSTR_WOMEN","PC","A","2018",22.469,
"CZE","GRADRATETRY","MSTR_WOMEN","PC","A","2019",20.849,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2005",23.292,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2010",26.915,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2011",28.129,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2012",28.399,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2013",31.68,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2014",32.999,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2015",33.633,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2016",36.208,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2017",32.948,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2018",32.999,
"DNK","GRADRATETRY","BACHR_MEN","PC","A","2019",32.527,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2005",41.858,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2010",46.308,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2011",44.428,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2012",44.224,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2013",48.813,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2014",50.674,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2015",50.375,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2016",52.267,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2017",48.141,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2018",47.979,
"DNK","GRADRATETRY","BACHR_WOMEN","PC","A","2019",48.944,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2005",0.961,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2010",1.322,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2011",1.26,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2012",1.298,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2013",1.516,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2014",1.616,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2015",1.554,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2016",1.522,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.328,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2018",1.191,
"DNK","GRADRATETRY","DOCTL_MEN","PC","A","2019",1.227,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2005",0.518,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2010",0.873,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2011",0.873,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",0.944,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",1.097,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",1.192,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",1.331,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",1.258,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",1.228,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",1.034,
"DNK","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",1.068,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2005",14.232,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2010",15.615,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2011",15.765,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2012",16.559,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2013",16.474,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2014",16.705,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2015",18.031,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2016",23.345,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2017",21.56,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2018",19.661,
"DNK","GRADRATETRY","MSTR_MEN","PC","A","2019",19.342,
"DNK","GRADRATETRY","MSTR_WOMEN","PC","A","2005",15.262,
"DNK","GRADRATETRY","MSTR_WOMEN","PC","A","2010",18.149,
"DNK","GRADRATETRY","MSTR_WOMEN","PC","A","2011",19.292,
"DNK","GRADRATETRY","MSTR_WOMEN","PC","A","2012",20.377,
